true_label,pred_prob,pred_label
1,0.9945451101682593,1
1,0.8229214860722125,1
1,0.9625980346965829,1
0,0.873952865643842,1
0,0.5196623966309645,1
0,0.005443823874531966,0
0,0.00030256046230843405,0
0,0.2914161978037408,0
0,0.007927185750086463,0
1,0.8771243573941538,1
1,0.9679761265311554,1
0,0.020217345303719794,0
0,0.9848511881695305,1
0,0.019973257557964443,0
0,0.0003915343728760174,0
0,0.5195948570773746,1
0,5.869659553598532e-10,0
0,0.15941482258287706,0
1,0.5489400777856364,1
0,0.1709042502127932,0
1,0.7882469281834934,1
0,4.2347038806500195e-05,0
0,0.6681895324494603,1
0,0.000590376519247037,0
0,0.0009083370464924326,0
0,0.0005448600523904233,0
1,0.9076687888479674,1
0,0.26985745534127414,0
0,0.02780055784146768,0
1,0.9215482935471737,1
1,0.9776424782728886,1
0,0.7418422877758777,1
0,0.0001261404330727115,0
0,0.6292754936553864,1
0,0.002868060998904706,0
0,0.01141868353051758,0
1,0.988962250218343,1
0,0.008682393322207995,0
0,0.0002408756690994575,0
0,0.84805863696393,1
0,0.05916188297813699,0
0,0.22984202302726497,0
1,0.9887913715479607,1
1,0.9032113426460499,1
0,0.9857047909993932,1
0,0.7339784109317583,1
0,0.6212845791596239,1
0,0.003098755049003441,0
0,0.0008550039521405761,0
1,0.9308458775390444,1
0,0.046922969001272075,0
1,0.9230940424518117,1
1,0.9442250621278981,1
0,0.6787367395064072,1
0,0.11371545866376932,0
0,0.0822244760456075,0
0,0.00019791054830412485,0
0,0.006316654897640728,0
1,0.902234731282479,1
0,0.004964246621421924,0
0,0.3628866244578342,0
1,0.03740738431078101,0
0,0.002474116763345646,0
0,1.2951215659684997e-07,0
0,0.018165203975815884,0
1,0.970216869357064,1
0,0.05714068418908126,0
0,0.0008595076833145598,0
1,0.994223748792247,1
0,0.0007590542153200563,0
0,0.042019860640267796,0
1,0.9933405827312812,1
0,0.000808614699322118,0
0,0.11092586378019174,0
1,0.959814075817933,1
0,0.19082558062606741,0
0,0.0025848885801071815,0
0,0.0005320453283427485,0
0,0.028345699922928312,0
0,0.0006075397470039034,0
0,0.0005670035721052858,0
0,0.9927546452912867,1
0,0.004473888885776163,0
0,0.005722070088015076,0
0,0.009420026447700207,0
0,0.0121487425283712,0
0,0.008195414674052392,0
0,0.049745377447781354,0
0,0.021067910033621948,0
1,0.7147496390367792,1
0,0.0003500305374949449,0
0,0.0032623364694850275,0
1,0.9941319158186238,1
1,0.9909470477906819,1
0,0.00027408107879936874,0
0,0.007236817376055772,0
0,0.5122550266492764,1
0,0.007738127132963831,0
0,0.6603627205264124,1
